id,text,label,Comments
2599,"Ik verklaar uw bezwaar ongegrond. Verloop van de procedure Op 23 mei 2022 heeft u op grond van de Wet open overheid (Woo) gevraagd om openbaarmaking van informatie die betrekking heeft op onderzoeken naar diefstal (artikel 310 wetboek van Strafrecht, hierna: Sr), verduistering (artikel 321 Sr), bedrog (artikel 326 Sr) en valsheid in geschrifte (artikel 225 Sr), in de onderzoeken die worden genoemd in bijlage 2 van het ADR-onderzoeksrapport ‘Toeslaggerelateerde CAF-zaken’. Op 31 mei 2022 heb ik de ontvangst van uw verzoek bevestigd. Voor het verdere verloop van de procedure verwijs ik naar de opmerkingen hierover in mijn besluit van 16 december 2022.",afgewezen,
2600,"Ik verklaar uw bezwaar ongegrond. Verloop van de procedure Met de beslissing van 16 juni 2022 (kenmerk 2022-0000149492) heb ik beslist op uw bezwaar tegen mijn besluit van 10 januari 2022 (kenmerk (2021- 0000266463). Ik heb uw bezwaar ongegrond verklaard, waardoor informatie over het tussen Nederland en Duitsland in 2012 gesloten belastingverdrag niet openbaar wordt gemaakt. U heeft mij op 18 juni 2022 gevraagd om openbaarmaking van de zienswijze van het Duitse ministerie van Financiën in het kader van het verzoek dat heeft geleid tot de beslissing op bezwaar van 16 juni 2022.",afgewezen,
2601,Ik verklaar uw bezwaar ongegrond. Verloop van de procedure U heeft mij op 25 april 2022 op grond van de Wet openbaarheid van bestuur (Wob) gevraagd om openbaarmaking van de informatie die betrekking heeft op de handhaving van de regels rond schijnzelfstandigheid onder de Wet deregulering beoordeling Arbeidsrelaties (Wet DBA). Uw verzoek had betrekking op de periode vanaf 1 januari 2016. Vanwege de omvang van uw verzoek heeft u op 1 juni 2022 en 20 juni 2022 gesproken met medewerkers van mijn departement.,afgewezen,
2603,Ik verklaar uw bezwaar ongegrond. Verloop van de procedure Op 17 oktober 2022 heeft u op grond van de Wet open overheid (Woo) gevraagd om openbaarmaking van alle documenten die betrekking hebben op het onderzoek dat door VMS insight is verricht naar forfaits in de Wet BPM. U heeft daarbij onder meer gevraagd om: Dataset(s) incl. gebruikte instellingen/parameters/syntax/etc.,afgewezen,
2604,"Ik verklaar uw bezwaar gegrond, in zoverre dat de passages die werden geweigerd op basis van artikel 5.1, tweede lid, onderdeel a, Wet open overheid (Woo) alsnog openbaar worden gemaakt. Voor het overige handhaaf ik mijn besluit van 8 juli 2022. Verloop van de procedure Bij brief van 11 augustus 2021 heeft u op grond van de Wet openbaarheid van bestuur (Wob) gevraagd om de openbaarmaking van stukken die betrekking hebben op het Europees Herstelfonds, over de periode 1 maart 2020 tot heden. Ik heb met drie deelbesluiten beschikt op uw verzoek, namelijk op 16 november 2021, 29 maart 2022 en 8 juli 2022.",deels openbaar,
2605,Ik besluit de door u gevraagde informatie in het geheel niet openbaar te maken. Voor de motivering verwijs ik u naar het onderdeel ‘Overwegingen’ van dit besluit. Overwegingen Als eerste wil ik u wijzen op het volgende. Iedereen heeft het recht om overheidsinformatie op te kunnen vragen zonder daarbij een reden te hoeven aangeven.,afgewezen,
2606,"Ik verklaar uw bezwaar niet-ontvankelijk. Verloop van de procedure Met uw mail van 16 augustus 2022 heeft u op grond van de Wet open overheid gevraagd om de openbaarmaking van alle documenten inzake dwangsommen ten aanzien van het niet op tijd nemen van beslissingen op verzoeken betreffende herbeoordeling kinderopvangtoeslag. U hebt dit verzoek ingediend bij Toeslagen, te weten bij de postbus contactpersoonwoo@toeslagen.nl. Op 15 september 2022 heeft u Toeslagen in gebreke gesteld voor het niet-tijdig nemen van een beslissing op uw verzoek van 16 augustus 2022.",afgewezen,
2607,"Ik verklaar uw bezwaar ongegrond, omdat ik met mijn eerdere besluit op de juiste gronden openbaarmaking gedeeltelijk heb geweigerd. Ik licht mijn besluit hieronder toe. Verloop van de procedure Bij brief van 27 augustus 2021, ontvangen op 31 augustus 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie die betrekking heeft op de Overeenkomst tussen de bevoegde autoriteiten van België en Nederland met betrekking tot de toepassing van artikel 18 van bet Verdrag, Staatscourant 2018, nr. 17744 (hierna: Overeenkomst).",afgewezen,
2608,Ik kan u verzoek niet honoreren.,afgewezen,
2610,"Ik heb besloten de door u gevraagde informatie opgenomen in het document in het geheel niet openbaar te maken. Het document wordt om die reden dan ook niet aan u verstrekt. Voor de motivering verwijs ik naar onderdeel ‘Overwegingen’ onder 4 van deze brief, 4, Overwegingen Allereerst wil ik u wijzen op het volgende. Ingevolge artikel 3, vijfde lid, van de Wob, wordt een verzoek om informatie ingewilligd met inachtneming van het bepaalde in de artikelen 10 en 11.",afgewezen,
2613,Ik heb besloten het conceptverslag van de stuurgroep van 25 augustus 2022 in het geheel niet openbaar te maken. Zie hierover onderdeel 4 van deze brief. 4. Overwegingen Als eerste wil ik u wijzen op het volgende.,afgewezen,
2614,"In het kader van herbeoordeling op grond van de Woo wordt een passage uit het document ‘Stand van zaken en achtergronden bij IGBO', die eerder (m.i. destijds nog altijd terecht) was verwijderd op grond van art. 11 lid 1 Wob, alsnog openbaar gemaakt: 5. Mogelijke problemen 1.",deels openbaar,
2615,Ik heb besloten de door u gevraagde documenten niet openbaar te maken. De inventarislijst maakt integraal onderdeel uit van dit deelbesluit. Voor de toegepaste weigeringsgronden verwijs ik u naar de bijgevoegde inventarislijst. Voor de motivering verwijs ik naar het onderdeel “Overwegingen” in dit (deel)besluit.,afgewezen,
2616,"Ik heb besloten uw verzoek af te wijzen. Plaatsing op internet Dit besluit zal geanonimiseerd op www.rijksoverheid.nl worden geplaatst. Ik vertrouw erop u hiermee voldoende te hebben geïnformeerd. Hoogachtend, DE MINISTER VAN INFRASTRUCTUUR EN WATERSTAAT, namens deze, DIRECTEUR- GENERAAL MOBILITEIT Drs.",afgewezen,
2617,Ik heb besloten uw Wob-verzoek af te wijzen. Dit betekent dat de door u gevraagde informatie niet aan u werdt verstrekt. In het navolgende kunt u lezen hoe ik tot dit besluit ben gekomen.,afgewezen,
2618,Ik heb besloten om uw verzoek af te wijzen. Voor de motivering verwijs ik naar het onderdeel ‘Overwegingen’ van dit besluit. Overwegingen U verzoekt om documenten/gegevens waaruit blijkt dat dat er op grond van het gestelde bij of krachtens de vernietigde wetgeving Programmatische Aanpak Stikstof een voorziening was getroffen voor de stikstofdepositie van het wegverkeer ten behoeve van de uitbreiding van Lelystad Airport met 45.000 vliegbewegingen per jaar. Deze informatie is reeds algemeen openbaar gemaakt.,afgewezen,
2619,Ik heb besloten om uw verzoek af te wijzen. Voor de motivering verwijs ik naar het onderdeel ‘Overwegingen’ van dit besluit.,afgewezen,
2620,"Ik verklaar uw bezwaarschrift gegrond. Ik heb besloten uw verzoek te honoreren met uitzondering van de in de documenten opgenomen persoonsgegevens, Wijze van openbaarmaking De aangetroffen documenten: - zal Ik u geanonimiseerd per aangetekende post toezenden en - worden geanonimiseerd openbaar gemaakt op www.rijksoverheid.nl. Vergoeding kosten bezwaar U heeft verzocht om vergoeding van de kosten van bezwaar met een beroep op artikel 7:15, tweede lid, van de Awb. Op grond van dit artikel worden de kosten die in verband met de behandeling van het bezwaar redelijkerwijs zijn gemaakt, vergoed voor zover het bestreden besluit wordt herroepen wegens een aan het bestuursorgaan te wijten onrechtmatigheid.",deels openbaar,
2621,"Ik heb besloten uw verzoek niet te honoreren en daarbij het bedoelde document niet openbaar te maken. Voor de motivering verwijs ik naar het onderdeel ‘Overwegingen’ in dit besluit. Overwegingen Ingevolge artikel 3, vijfde lid, van de Wob, wordt een verzoek om informatie ingewilligd met inachtneming van het bepaalde in de artikelen 10 en 11 van de Wob. H lang van rekkingen van Nederland m nder nenm internationale organisati ikel 1 Ww li nder Op grond van artikel 10, tweede lid, aanhef en onder a, van de Wob blijft verstrekking van informatie achterwege voor zover het belang daarvan niet opweegt tegen het belang van de betrekkingen van Nederland met andere staten en met internationale organisaties.",afgewezen,
2622,Ik heb besloten uw verzoek af te wijzen en het aangetroffen document niet openbaar te maken. Voor de motivering verwijs ik naar het onderdeel ‘Overwegingen’ van dit besluit.,afgewezen,
2623,Ik heb besloten uw verzoek af te wijzen en de documenten zoals weergeven op de inventarislijst niet openbaar te maken. Voor de motivering verwijs ik naar het onderdeel ‘Overwegingen’ van dit besluit. De inventarislijst maakt integraal onderdeel uit van dit besluit. Voor de toegepaste weigeringsgronden van de documenten wil ik u verwijzen naar de inventarislijst.,afgewezen,
2624,"Op basis van uw verzoek zijn geen onder de reikwijdte van uw verzoek vallende documenten aangetroffen. Dit betekent dat ik uw verzoek afwijs. Hiertoe overweeg ik als volgt. Aantal Wob-verzoeken en ingebrekestellingen In de jaarverslagen van mijn ministerie 2017-2020 treft u, voor zover bijgehouden en aanwezig, de door u gevraagde gegevens aan over de behandelingstermijn, aantallen ontvangen ingebrekestellingen.",niet aanwezig,
2625,Ik heb besloten uw verzoek af te wijzen en de documenten zoals opgenomen op de inventarislijst niet openbaar te maken. De inventarislijst maakt integraal onderdeel uit van dit besluit. Voor de toegepaste weigeringsgronden van de documenten wil ik u verwijzen naar de inventarislijst. Voor de motivering verwijs ik naar het onderdeel ‘Overwegingen’ van dit besluit.,afgewezen,
2626,Ik heb besloten om uw verzoek af te wijzen. Voor de motivering verwijs ik naar het onderdeel ‘Overwegingen’ van dit besluit.,afgewezen,
2627,"Ik heb besloten de documenten openbaar te maken met uitzondering van de daarin vermelde persoonsgegevens. Voor de motivering verwijs ik naar het onderdeel ‘Overwegingen’ van dit besluit. Overwegingen Ingevolge artikel 3, vijfde lid, van de Wob, wordt een verzoek om informatie ingewilligd met inachtneming van het bepaalde in de artikelen 10 en 11 vande Wob. De eerbiediging van de persoonlijke levenssfeer Op grond van artikel 10, tweede lid, aanhef en ondere, van de Wob blijft verstrekking van informatie achterwege voor zover het belang daarvan niet opweegt tegen het belang dat de persoonlijke levenssfeer wordt geëerbiedigd.",deels openbaar,
2628,"Ik heb besloten uw verzoek af te wijzen, omdat de door u opgevraagde documenten reeds openbaar zijn en voor een ieder toegankelijk. Om u ter wille te zijn, verwijs ik u naar de vindplaats van de documenten, zie bijlage 2.",afgewezen,
2629,Uw bezwaar wordt ongegrond verklaard voor zover het informatie betreft die afkomstig is van en/of gericht aan de Belastingdienst/Douane (hierna: Douane). Zoals uit de uitspraak van 24 maart 2022 van de rechtbank Zeeland-West- Brabant! blijkt is de Wet openbaarheid van bestuur immers niet van toepassing op dergelijke informatie en valt deze informatie daarom buiten het bereik van het door u ingediende Wob/Woo-verzoek. Dit is onder de Wet open overheid (hierna: Woo) niet anders. Uw bezwaar wordt eveneens ongegrond verklaard voor zover het betreft de in het primaire besluit opgenomen blanco modelformulieren en de gebruiksaanwijzingen hoe deze formulieren in te vullen.,afgewezen,
2630,Ik verklaar uw bezwaar gegrond. Hierna leg ik uit waarom. Verloop van de procedure Op 1 juli 2021 heeft u een Wob-verzoek ingediend. Verzocht is om alle documenten die ten grondslag liggen aan de beslissing van de Inspectie Leefomgeving en Transport (hierna: ILT) om een verklaring van geen bezwaar af te geven voor het windpark Zeewolde.,deels openbaar,
2631,"Ik verklaar uw bezwaar gegrond en wijs het verzoek om vergoeding van de kosten in bezwaar van in totaal € 1.082,- toe. Procesverloop Bij brief en e-mail van 10 juni 2021 (uw kenmerk: 0283678.0001/3756517) heeft met een beroep op de Wet openbaarheid van bestuur (hierna: de Wob) - samengevat - verzocht om documenten met betrekking tot de communicatie tussen de Staat/Ministeries en Fastned (voorheen: Breesaap) en haar vertegenwoordigers in de periode vanaf januari 2010 tot en met de datum van uw verzoek. De communicatie heeft betrekking op het elektrisch laden langs de Nederlandse Rijkswegen en de daarbij behorende procedures (bestuursrechtelijk en civielrechtelijk), alsmede de loting die in 2012 heeft plaatsgevonden voor het toestaan van elektrische laadpunten als basisvoorziening op verzorgingsplaatsen langs de Nederlandse Rijkswegen. U verwijst daarbij naar een boek van één van de oprichters van Fastned en gesprekken waarnaar in dat boek verwezen wordt.",deels openbaar,
2632,Ik heb besloten uw verzoek af te wijzen en de documenten zoals opgenomen op de inventarislijst niet openbaar te maken. De inventarislijst maakt integraal onderdeel uit van dit besluit. Voor de toegepaste weigeringsgronden van de documenten wil ik u verwijzen naar de inventarislijst. Voor de motivering verwijs ik naar het onderdeel ‘Overwegingen’ van dit besluit.,afgewezen,
2633,"Ik verklaar uw bezwaar niet ontvankelijk. Hierna leg ik uit waarom. 1. Verloop van de procedure Op 30 augustus 2021 is een Wob-verzoek ingediend, waarin is verzocht om informatie neergelegd in documenten inzake de vaststelling van de drinkwatertarieven over het jaar 2021 door WML.",afgewezen,
2634,Ik heb besloten uw verzoek af te wijzen en de documenten zoals opgenomen op de inventarislijst niet openbaar te maken. De inventarislijst maakt integraal onderdeel uit van dit besluit. Voor de toegepaste weigeringsgronden verwijs ik u naar de inventarislijst. Voor de motivering verwijs ik naar het onderdeel ‘Overwegingen’ van dit besluit.,afgewezen,
2635,Ik heb besloten uw verzoek af te wijzen.,afgewezen,
2636,"Ik heb besloten deze documenten openbaar te maken met uitzondering van de daarin vermelde persoonsgegevens. Overwegingen De eerbiediging van de persoonlijke levenssfeer Op grond van artikel 10, tweede lid, aanhef en onder e, van de Wob blijft verstrekking van informatie achterwege voor zover het belang daarvan niet opweegt tegen het belang dat de persoonlijke levenssfeer wordt geëerbiedigd. In een aantal documenten staan persoonsgegevens. Dit zijn gegevens die herleidbaar zijn tot een persoon, zoals namen, e-mailadressen, functieaanduidingen en rechtstreekse telefoonnummers.",deels openbaar,
2637,"Ik verklaar uw bezwaar niet-ontvankelijk. Hierna leg ik uit waarom. 1. Verloop van de procedure Op 12 november 2021 heeft u namens een Wob-verzoek ingediend, waarin is verzocht om informatie die betrekking heeft op de locatie Park 15 te Oosterhout.",afgewezen,
2638,Ik heb besloten uw verzoek af te wijzen en het aangetroffen document niet openbaar te maken. Voor de motivering verwijs ik naar het onderdeel ‘Overwegingen’ van dit besluit. Overwegingen Algemene overweging: openbaarheid t.a.v. eenieder De Woo gaat uit van een recht op openbaarheid van publieke informatie (art.,afgewezen,
2639,Ik heb besloten uw verzoek af te wijzen en de documenten zoals opgenomen op de inventarislijst niet openbaar te maken. De inventarislijst maakt integraal onderdeel uit van dit besluit. Voor de toegepaste uitzonderingsgronden van de documenten verwijs ik u naar de inventarislijst. Voor de motivering verwijs ik naar het onderdeel ‘Overwegingen’ van dit besluit.,afgewezen,
2640,Ik heb besloten uw verzoek af te wijzen en de documenten zoals opgenomen op de inventarislijst niet openbaar te maken. De inventarislijst maakt integraal onderdeel uit van dit besluit.,afgewezen,
2641,"Gelet op hetgeen hierna wordt overwogen, verklaar ik het bezwaar gegrond voor zover dit ziet op de toepassing van de uitzonderingsgrond van artikel 5.1, tweede lid, aanhef en onder b, van de Woo. Voor het overige handhaaf ik mijn besluit van 15 september 2022 onder hierna genoemde aanvullende motivering. Vergoeding kosten bezwaar U heeft verzocht om vergoeding van de kosten van bezwaar met een beroep op artikel 7:15, tweede lid, van de Algemene wet bestuursrecht (hierna: Awb). Op grond van dit artikel worden de kosten die in verband met de behandeling van het bezwaar redelijkerwijs zijn gemaakt, vergoed voor zover het bestreden besluit wordt herroepen wegens een aan het bestuursorgaan te wijten onrechtmatigheid.",deels openbaar,
2642,Ik wijs uw verzoek om informatie af. De door u gevraagde documenten zijn bij het ministerie van Infrastructuur en Waterstaat (hierna: IenW) niet aangetroffen. Na oplevering van het Eindproduct Participatietraject op 15 november 2022 is op initiatief van RTHA op 2 februari jl. een evaluatiegesprek gevoerd met de deelnemers van het participatietraject.,niet aanwezig,
2643,"Ik verklaar het bezwaar van waarom. ongegrond. Hierna leg ik uit 1. Verloop van de procedure Op 27 mei 2022 is een Woo-verzoek ingediend, waarbij is verzocht om openbaarmaking van informatie omtrent de toepassing van staalslakken.",afgewezen,
2644,De Woo is niet van toepassing op informatie die reeds openbaar is. U verzoek heeft betrekking op wet- en regelgeving. Dit betreft openbare informatie. Daarom heb ik besloten om afwijzend op uw Woo-verzoek te beslissen.,afgewezen,
2645,Ik heb besloten uw verzoek af te wijzen. In het navolgende kunt u lezen hoe ik tot dit besluit ben gekomen. Inspectie Leefomgeving en Transport Ministerie van Infrastructuur en Waterstaat Juridische Zaken Rijnstraat 8 Den Haag Postbus 16191 2500 BD Den Haag T 088- 489 0000 F 070 - 456 2799 www.,afgewezen,
2646,Ik heb besloten uw verzoek af te wijzen. In het navolgende kunt u lezen hoe ik tot dit besluit ben gekomen.,afgewezen,
2647,"Gelet op mijn overwegingen besluit ik namens de Staatssecretaris van Infrastructuur en Waterstaat tot oplegging van een last onder dwangsom aan de Melspring International B.V. Dit besluit strekt ertoe om beëindiging van overtreding van de Wet gewasbeschermingsmiddelen en biociden (hierna: Wgb)te bewerkstelligen en herhaling van overtreding van de Wgb in de toekomst te voorkomen. Last 1: het stoppen met het aanbieden en gebruiken van de niet toegelaten biocide Melspring Easyflow Ten aanzien van artikel 43, lid 1 Wgb in samenhang met artikel 17, lid 1, van de Biocidal Products Regulation (hierna:BPR) gelast ik u om binnen 6 weken na dagtekening van deze beschikking, zijnde de begunstigingstermijn, te voldoen aan de biociden regelgeving door te stoppen met het aanbieden en gebruiken van de niet toegelaten biocide Melspring Easyflow. Om de overtreding te beëindigen moet u: a.",deels openbaar,
2649,Ik heb besloten uw verzoek af te wijzen. De documenten met nummers 1 en 2 zijn reeds openbaar en voor een ieder beschikbaar. De Wob is niet van toepassing op reeds openbare documenten.,afgewezen,
2650,De informatie waarom u heeft verzocht is reeds openbaar. In bijlage 2 - inventarislijst is de vindplaats van deze documenten vermeld. Omdat de Wob niet van toepassing is op reeds openbare informatie moet ik uw verzoek afwijzen.,afgewezen,
2651,"Ik heb besloten de documenten openbaar te maken met uitzondering van de daarin vermelde persoonsgegevens. Op de inventarislijst staat bij deze documenten aangegeven dat slechts de uitzonderingsgrond uit artikel 10, tweede lid, aanhef en onder e‚ van de Wob (aangeduid met de afkorting 10.2.e) is toegepast. Voor de motivering verwijs ik naar onderdeel “Overwegingen” van dit besluit. Directoraat-Generaal Stikstof Bezoekadres Bezuidenhoutseweg 73 2594 AC Den Haag Postadres Postbus 20401 2500 EK Den Haag Overkeidsidentificatienr 00000001858272854000 T 070 379 8911 (algemeen) F 070 378 6100 (algemeen) www.",deels openbaar,
2652,"Ik heb besloten alle documenten openbaar te maken met uitzondering van de daarin vermelde persoonsgegevens. Op de inventarislijst staat bij de documenten aangegeven dat slechts de uitzonderingsgrond uit artikel 10, tweede lid, aanhef en onder e, van de Wob (aangeduid met de afkorting 10.2.e) is toegepast. Voor de motivering verwijs ik naar het onderdeel Overwegingen van dit besluit. Overwegingen Allereerst wil ik u wijzen op het volgende.",deels openbaar,
2653,"Ik heb besloten de door u gevraagde informatie opgenomen in de documenten met nummers 1, 2, 3, 4 en 5 niet openbaar te maken. Voor de motivering verwijs ik naar onderdeel overwegingen van dit besluit. Overwegingen Algemene overweging: openbaarheid t.a.v. een ieder Allereerst wil ik u wijzen op het volgende.",afgewezen,
2654,"Ik heb besloten aan uw verzoek tegemoet te komen en de informatie, waar u om heeft verzocht, openbaar te maken. Naar mijn mening zijn er geen redenen om uw verzoek af te wijzen. Deze door u gevraagde gegevens zijn vertrouwelijk door de betreffende bedrijven aan RVO verstrekt. Maar omdat de gegevens in anonieme vorm openbaar worden gemaakt zijn individuele bedrijven niet uit deze gegevens te herleiden.",deels openbaar,
2656,Ik heb besloten aan uw verzoek tegemoet te komen en de documenten 1 tot en met 7 openbaar te maken. Voor de motivering verwijs ik naar het onderdeel Overwegingen van dit besluit. Overwegingen Algemene overweging: openbaarheid t.a.v. een ieder Allereerst wil ik u wijzen op het volgende.,openbaar,
2657,Ik heb besloten uw verzoek af te wijzen aangezien de informatie waar u om vraagt reeds openbaar is. In de inventarislijst is de vindplaats van de informatie vermeld.,afgewezen,
2659,Ik heb besloten uw verzoek af te wijzen omdat RVO niet beschikt over de door u genoemde informatie. Voor de punten 1 en 14 is deze informatie reeds openbaar. De vindplaats is in bijlage 2 — inventarislijst vermeld.,niet aanwezig,
2660,"Concluderend is uw bezwaar gegrond wat de bedoelde passages in de documenten 1,6, 10, 11 en 20 betreft. Voor het overige is uw bezwaar ongegrond.",deels openbaar,
2661,Ik heb besloten de door u gevraagde informatie niet openbaar te maken. Voor de motivering verwijs ik naar het onderdeel Overwegingen van dit besluit.,afgewezen,
2662,Ik heb besloten aan uw verzoek tegemoet te komen en de informatie waar uom heeft verzocht openbaar te maken. Voor de motivering verwijs ik naar het onderdeel Overwegingen van dit besluit. Overwegingen Algemene overweging: openbaarheid t.a.v. een ieder Allereerst wil ik u wijzen op het volgende.,openbaar,
2665,"Ik besluit de documenten waarin de door u opgevraagde informatie staat openbaar te maken met uitzondering van de persoonsgegevens die daarin staan. In de documenten verstrek ik bepaalde informatie ter bescherming van de persoonlijke levenssfeer van de bij de documenten betrokken personen niet onder vermelding van 10.2.e (Wob). Omdat deze wet per 1 mei 2022 is vervangen door de Woo, dient hiervoor 5.1.2.e (Woo) te worden gelezen. Overwegingen Als eerste wil ik u wijzen op het volgende.",deels openbaar,
2666,Ik besluit de door u gevraagde informatie in het geheel niet openbaar te maken. Overwegingen Algemene overweging: openbaarheid t.a.v. een ieder Als eerste wil ik u wijzen op het volgende. Iedereen heeft het recht om overheidsinformatie op te kunnen vragen zonder daarbij een reden te hoeven aangeven.,afgewezen,
2667,"In de documenten resteert er, na weglating van de informatie die ik niet openbaar maak, geen informatie over de aangelegenheid waarover u informatie verzocht. Ik heb daarom besloten deze documenten in het geheel niet openbaar te maken. Voor de motivering van dit besluit verwijs ik naar het onderdeel “Overwegingen” van deze brief. Overwegingen Algemene overweging: openbaarheid t.a.v.",afgewezen,
2668,Ik heb besloten uw verzoek af te wijzen aangezien de gevraagde informatie reeds openbaar is gemaakt.,afgewezen,
2669,"Aangezien het een niet gespecificeerd verzoek betreft, moet ik uw verzoek afwijzen. In uw verzoek wordt niet vermeld naar welke documenten of informatie u zoekt. Omdat op het verzoek tot specificeren geen reactie is ontvangen is niet voldaan aan de in artikel 3, tweede lid, van de Wob gestelde voorwaarden. Plaatsing op internet Dit besluit wordt geanonimiseerd op www.rijksoverheid.nl geplaatst.",afgewezen,
2670,Ik heb besloten uw verzoek af te wijzen en de informatie waar u om verzoekt niet openbaar te maken. Voor de motivering verwijs ik naar het hiernavolgende. Overwegingen Algemene overweging: openbaarheid t.a.v. een ieder Als eerste wil ik u erop wijzen dat iedereen het recht heeft om overheidsinformatie op te kunnen vragen zonder daarbij een reden te hoeven aangeven.,afgewezen,
2671,"Onze referentie Ik heb besloten uw verzoek af te wijzen aangezien er sprake is van een niet Woof 2022/0903 gespecificeerd verzoek. Beoordeling van uw verzoek Artikel 4.1, vijfde lid van de Woo bepaalt dat indien een verzoek te algemeen geformuleerd is, het bestuursorgaan binnen twee weken na ontvangst van het verzoek de verzoeker vraagt om het ingediende verzoek te verduidelijken. Als een verzoeker niet meewerkt aan een verzoek tot precisering kan, ingevolge art. 4.1, zesde lid van de Woo, besloten worden om het verzoek buiten behandeling te stellen.",afgewezen,
2672,Ik heb besloten uw verzoek af te wijzen en de informatie waar u om verzocht heeft niet openbaar te maken. Voor de motivering verwijs ik naar het hiernavolgende. Overwegingen Algemene overweging: openbaarheid t.a.v. een ieder Als eerste wil ik u erop wijzen dat iedereen het recht heeft om overheidsinformatie op te kunnen vragen zonder daarbij een reden te hoeven aangeven.,afgewezen,
2673,In betreffend document wordt verwezen naar een fotobijlage in een krantenartikel dat reeds openbaar is.,afgewezen,
2674,"Er zijn voor het genoemde adres geen fosfaatrechten beschikt. Om deze reden wijs ik uw verzoek af. Wijze van openbaarmaking Een geanonimiseerde kopie van dit besluit zal ik binnenkort publiceren op www.rijksoverheid.nl. Meer informatie Heeft u vragen, kijk dan op www.rvo.nl.",niet aanwezig,
2675,Ik heb besloten niet aan uw verzoek tegemoet te komen en de informatie waar u om verzocht niet openbaar te maken. Voor de motivering verwijs ik naar het onderdeel ‘Overwegingen van dit besluit’.,afgewezen,
2676,Ik besluit uw verzoek af te wijzen en de door u gevraagde informatie in het geheel niet openbaar te maken. Voor de motivering van dit besluit verwijs ik naar het onderdeel “Overwegingen” van deze brief. Overwegingen Algemene overweging: openbaarheid t.a.v. een ieder Als eerste wil ik u wijzen op het volgende.,afgewezen,
2677,"Uw verzoek valt niet onder de reikwijdte van de Woo. Motivering De door u gevraagde informatie heeft betrekking op de WBSO. Ten aanzien van de informatie waar u om vraagt, geldt een speciale openbaarheidsregeling die voorrang heeft boven de Woo. Uw verzoek heeft betrekking op aan Rijksdienst voor Ondernemend Nederland verstrekte informatie in het kader van de WBSO, formeel : Wet Vermindering afdracht loonbelasting en premies volksverzekeringen (hierna: WVA).",afgewezen,
2678,"Ik neem uw verzoek niet in behandeling. Motivering Iedereen kan een verzoek om openbaarmaking van informatie doen. De verzoeker moet daarin aangeven over welke aangelegenheid of welk specifieke document hij informatie wenst te ontvangen. Bij een te algemeen verzoek moet ik binnen twee weken aan de verzoeker vragen het verzoek zo snel mogelijk te preciseren en moet ik de verzoeker daarbij behulpzaam zijn (zie: artikel 4.1, vijfde lid Woo).",afgewezen,
2679,Ik heb besloten de informatie die u vraagt niet openbaar te maken. Hieronder kunt u lezen waarom ik heb besloten de informatie die u vraagt niet openbaar te maken. Beoordeling van uw verzoek Uw verzoek gaat over publieke informatie die in één of meer documenten staat. Daarom is de Wet open overheid (Woo) van toepassing.,afgewezen,
2680,"Ik heb besloten het document niet openbaar te maken. Waarom ik deze informatie niet openbaar maak, leest u verderop in deze brief. In bijlage 1 vindt u een opsomming van de artikelen uit de Woo die voor mijn besluit van belang zijn. Beoordeling van uw verzoek Uw verzoeken gaan over publieke informatie die in één of meer documenten staat.",afgewezen,
2681,Ik besluit de door u gevraagde informatie in het geheel niet openbaar te maken.,afgewezen,
2682,Ik behandel uw verzoek als een verzoek op grond van de Wet open overheid (hierna: Woo). De Woo is niet van toepassing op documenten die al openbaar zijn. De meldingen waar u om verzoekt zijn al openbaar en kunt u vinden op internet. U vindt deze documenten op: https://www.rijksoverheid.nl/documenten/woo- besluiten/2023/06/06/besluit-op-woo-verzoek-over-veetransporten-van-en-naar- belgie Plaatsing op internet Dit besluit wordt op www.rijksoverheid.nl gepubliceerd.,afgewezen,
2683,Ik heb besloten uw verzoek af te wijzen omdat ik niet beschik over documenten of bestanden met de door u gevraagde informatie.,niet aanwezig,
2684,Ik heb besloten uw verzoek af te wijzen aangezien uw verzoek te algemeen is geformuleerd en u niet binnen twee weken uw verzoek heeft gespecificeerd. Plaatsing op internet Een geanonimiseerde kopie van dit besluit wordt op www. rijksoverheid.nl geplaatst.,afgewezen,
2685,"Ik besluit de door u (aanvullend) gevraagde informatie in het geheel niet openbaar te maken. Plaatsing op internet Het besluit zal geanonimiseerd op www.rijksoverheid.nl worden geplaatst. Vragen Als u vragen heeft over de afhandeling van uw verzoek, dan kunt u mailen naar wooverzoeken@nvwa.nl. Voor meer informatie over de Woo-procedure, kunt u kijken op www.rijksoverheid.nl.",afgewezen,
2686,"Ik besluit de door u gevraagde informatie niet openbaar te maken. Voor de motivering van dit besluit verwijs ik naar het onderdeel ‘Overwegingen’ van deze brief. Ik zie mogelijkheid nu reeds te besluiten, ondanks het feit dat nog steeds een preciseringsverzoek voorligt. Ook dit zal ik hieronder uitleggen.",afgewezen,
2687,Ik heb besloten uw verzoek af te wijzen aangezien de aanwezige informatie al openbaar is gemaakt en er verder geen documenten bij het Ministerie aanwezig zijn met de door u gevraagde informatie.,afgewezen,
